"","Pearl","Escambia","Choctawhatchee","Ochlockonee","Aucilla","Ecofina River","Waccasassa","Withlacoochee","Manatee","Little Manatee","Hillsborough","Alafia","Myakka","Peace","St. Marys","Nassau","Satilla","St. Johns","Altamaha","Ogeechee","Savannah","Coosawatchie","Salkehatchie","Edisto","Loxahatchee","Cooper","Santee","Pee Dee","Cape Fear","New","White Oak","Potomac","Neuse","Pamlico-Tar","Rappahannock","James","York","Roanoke","Chowan","Patuxent","Perquimmans","Pasquotank","Chester-Sassafras","Susquehanna","Alligator","Transquaking","Blackwater","Choptank","Nanticoke","Wicomico","Pokomoke-Western Lower Delmarva","Delaware","Mullica","Raritan","Metedeconk","Manasquan","Shark","Hudson","Nissequogue","Housatonic","Farm","Hammonasset","Menunketesuck","Connecticut","Thames","Pawcatuck","Blackstone-Providence","Palmer","St Lawrence","Sakonnet","Taunton","Paskamanset","Merrimack","Saco","Nonesuch","Kennebec","Sheepscot","Penobscot","Manicouagan","Pleasant","St. Croix","Restigouche","St Marguerite","St John","Tusket","George","Miramichi","Annapolis","Richibucto","Mersey","Petitcodiac","Medway","Cornwallis","LaHave","Maccan-Hebert-LaPlanche","Avon","Kennetcook","Romaine","Philip","Shubenacadie","Musquodoboit","John","St Mary's","Natashquan","Margaree","Kanairiktok","Churchill","Mira","Humber","Eagle","Exploits","Gander"
"Richibucto",5649.85709905064,5431.96861113731,5432.82087663536,5294.91274431748,5284.34460146358,5286.18393385051,5194.42942453972,5196.13454878691,4995.30211715973,5017.15032307474,5029.06702804087,5028.40937426422,4901.88451210901,4908.13157624331,3826.61675712876,3820.70469574225,3825.74250203367,3821.35294781321,3761.87370885513,3717.58703949673,3717.60613385571,3675.59701988029,3665.62542003791,3672.04464896923,4134.73325976469,3557.3378057128,3475.26021175284,3476.00164631172,3372.78742764064,3259.52541487577,3256.63213646218,3071.17172465844,3164.71651013155,3171.07202865275,3010.38793290165,2963.89499578436,2969.43776137861,3022.89852002596,3019.21322334585,3040.75796496746,2996.05277438643,2975.06398956292,3093.59090958713,3146.42900980508,2979.47863070946,3011.82909194162,3009.66397137923,3028.07732438057,3009.78349641789,2995.50782876413,2963.93869320756,2795.72253649365,2600.40968914641,2566.23247415907,2540.52063703656,2538.69547830444,2538.2867795484,2629.70986520509,2476.76530491715,2461.27069227863,2440.38403823323,2376.09740900605,2369.98646386393,2360.60535657378,2338.70414844759,2326.69965212367,2314.37226388974,2301.8047207749,952.800541926542,2273.78742163807,2311.70951913431,2289.91242852412,1923.1857777928,1845.2245691036,1843.68803666955,1849.91072847525,1850.06788139719,1814.38899413004,634.032538755098,1637.86274022882,1670.49676848533,350.430222930086,580.349611316922,1706.73671529233,1237.51336850988,2647.28488433315,148.620306950463,1713.93535678895,16.367035148766,1025.27437895409,1652.79788876242,1019.09038981612,1632.3032924849,1016.68956693179,1663.80696738695,1648.39884670226,1652.18741926744,673.383859258222,471.929090525023,1704.93444717731,891.818853769105,472.117315111929,778.692293353735,675.575382657031,332.523022054325,1810.34358617124,1743.04878449855,573.29096289888,1250.71410849872,1554.22978605237,1680.81530829753,1660.63708028991
"Mersey",4678.95820349331,4461.06971557998,4461.92198107803,4324.01384876014,4313.44570590625,4315.28503829317,4223.53052898238,4225.23565322957,4024.4032216024,4046.25142751741,4058.16813248353,4057.51047870688,3930.98561655168,3937.23268068597,2855.71786157142,2849.80580018491,2854.84360647633,2850.45405225587,2790.97481329779,2746.68814393939,2746.70723829837,2704.69812432296,2694.72652448058,2701.1457534119,3163.83436420736,2586.43891015546,2504.3613161955,2505.10275075439,2401.8885320833,2288.62651931844,2285.73324090484,2100.27282910111,2193.81761457422,2200.17313309541,2039.48903734431,1992.99610022702,1998.53886582128,2051.99962446862,2048.31432778852,2069.85906941013,2025.1538788291,2004.16509400559,2122.69201402979,2175.53011424774,2008.57973515212,2040.93019638428,2038.76507582189,2057.17842882323,2038.88460086055,2024.60893320679,1993.03979765022,1824.82364093631,1629.51079358908,1595.33357860173,1569.62174147922,1567.79658274711,1567.38788399106,1658.81096964775,1505.86640935981,1490.3717967213,1469.48514267589,1405.19851344871,1399.08756830659,1389.70646101644,1367.80525289025,1355.80075656634,1343.4733683324,1330.90582521756,1776.24418365856,1302.88852608073,1340.81062357697,1319.01353296678,952.28688223547,874.325673546268,872.789141112216,879.011832917922,879.168985839858,843.490098572712,1457.47618048712,666.963844671491,699.597872928006,1196.43427620555,1403.79325304894,735.837819734996,266.614472952549,3470.72852606516,1070.16988492221,743.036461231625,1025.27437895409,53.4508579444026,681.898993205095,47.2668688064307,661.404396927575,44.8660459220937,692.908071829618,677.499951144934,681.28852371011,1496.82750099024,957.156797652462,734.035551619983,160.356744447609,957.345022239368,273.29380342059,1499.01902438905,734.840463887708,2633.78722790325,2566.49242623056,527.933201936512,2074.15775023074,2377.67342778439,2504.25895002955,2484.08072202192
"Petitcodiac",4384.29662740344,4166.40813949011,4167.26040498816,4029.35227267028,4018.78412981638,4020.62346220331,3928.86895289252,3930.5740771397,3729.74164551253,3751.58985142754,3763.50655639367,3762.84890261702,3636.32404046181,3642.5711045961,2561.05628548155,2555.14422409504,2560.18203038647,2555.79247616601,2496.31323720792,2452.02656784952,2452.04566220851,2410.03654823309,2400.06494839071,2406.48417732203,2869.17278811749,2291.77733406559,2209.69974010563,2210.44117466452,2107.22695599343,1993.96494322857,1991.07166481497,1805.61125301124,1899.15603848435,1905.51155700555,1744.82746125444,1698.33452413716,1703.87728973141,1757.33804837876,1753.65275169865,1775.19749332026,1730.49230273923,1709.50351791572,1828.03043793993,1880.86853815787,1713.91815906225,1746.26862029442,1744.10349973203,1762.51685273336,1744.22302477069,1729.94735711692,1698.37822156036,1530.16206484645,1334.84921749921,1300.67200251187,1274.96016538935,1273.13500665724,1272.7263079012,1364.14939355788,1211.20483326994,1195.71022063143,1174.82356658602,1110.53693735884,1104.42599221672,1095.04488492657,1073.14367680039,1061.13918047647,1048.81179224253,1036.24424912769,2403.76769346689,1008.22694999087,1046.1490474871,1024.35195687692,657.625306145602,579.664097456401,578.127565022349,584.350256828055,584.50740974999,548.828522482844,2084.99969029545,372.302268581624,404.936296838138,1823.95778601388,2031.31676285727,441.176243645129,511.236102337007,4098.25203587349,1697.69339473054,448.374885141758,1652.79788876242,681.898993205095,344.74549371613,675.715004067123,324.25089743861,673.314181182786,355.754572340653,340.346451655969,344.135024221145,2124.35101079857,1584.68030746079,396.882052131018,787.880254255941,1584.8685320477,900.817313228923,2126.54253419738,1362.36397369604,3261.31073771158,3194.01593603889,1155.45671174484,2701.68126003907,3005.19693759272,3131.78245983788,3111.60423183025
"Medway",4672.77421435533,4454.88572644201,4455.73799194006,4317.82985962217,4307.26171676828,4309.1010491552,4217.34653984441,4219.0516640916,4018.21923246443,4040.06743837944,4051.98414334556,4051.32648956891,3924.80162741371,3931.048691548,2849.53387243345,2843.62181104694,2848.65961733836,2844.2700631179,2784.79082415982,2740.50415480142,2740.5232491604,2698.51413518499,2688.5425353426,2694.96176427392,3157.65037506938,2580.25492101749,2498.17732705753,2498.91876161642,2395.70454294533,2282.44253018047,2279.54925176687,2094.08883996314,2187.63362543625,2193.98914395744,2033.30504820634,1986.81211108905,1992.35487668331,2045.81563533065,2042.13033865054,2063.67508027215,2018.96988969113,1997.98110486761,2116.50802489182,2169.34612510977,2002.39574601415,2034.74620724631,2032.58108668392,2050.99443968526,2032.70061172258,2018.42494406882,1986.85580851225,1818.63965179834,1623.32680445111,1589.14958946376,1563.43775234125,1561.61259360913,1561.20389485309,1652.62698050978,1499.68242022184,1484.18780758332,1463.30115353792,1399.01452431074,1392.90357916862,1383.52247187847,1361.62126375228,1349.61676742836,1337.28937919443,1324.72183607959,1770.06019452059,1296.70453694276,1334.626634439,1312.82954382881,946.102893097498,868.141684408297,866.605151974245,872.827843779951,872.984996701886,837.30610943474,1451.29219134914,660.779855533519,693.413883790034,1190.25028706758,1397.60926391097,729.653830597024,260.430483814577,3464.54453692719,1063.98589578423,736.852472093653,1019.09038981612,47.2668688064307,675.715004067123,41.0828796684588,655.220407789603,38.6820567841218,686.724082691646,671.315962006962,675.104534572138,1490.64351185227,950.97280851449,727.851562482011,154.172755309637,951.161033101396,267.109814282618,1492.83503525108,728.656474749736,2627.60323876528,2560.30843709259,521.74921279854,2067.97376109277,2371.48943864642,2498.07496089158,2477.89673288395
"Cornwallis",4363.80203112592,4145.91354321259,4146.76580871064,4008.85767639276,3998.28953353886,4000.12886592579,3908.374356615,3910.07948086218,3709.24704923501,3731.09525515002,3743.01196011615,3742.3543063395,3615.82944418429,3622.07650831858,2540.56168920403,2534.64962781752,2539.68743410895,2535.29787988849,2475.8186409304,2431.531971572,2431.55106593099,2389.54195195557,2379.57035211319,2385.98958104451,2848.67819183997,2271.28273778807,2189.20514382811,2189.946578387,2086.73235971591,1973.47034695105,1970.57706853745,1785.11665673372,1878.66144220683,1885.01696072803,1724.33286497692,1677.83992785964,1683.38269345389,1736.84345210124,1733.15815542113,1754.70289704274,1709.99770646171,1689.0089216382,1807.53584166241,1860.37394188035,1693.42356278473,1725.7740240169,1723.60890345451,1742.02225645584,1723.72842849317,1709.4527608394,1677.88362528284,1509.66746856893,1314.35462122169,1280.17740623435,1254.46556911183,1252.64041037972,1252.23171162368,1343.65479728036,1190.71023699242,1175.21562435391,1154.3289703085,1090.04234108132,1083.9313959392,1074.55028864905,1052.64908052287,1040.64458419895,1028.31719596501,1015.74965285017,2383.27309718937,987.732353713346,1025.65445120958,1003.8573605994,637.130709868082,559.169501178881,557.632968744829,563.855660550535,564.01281347247,528.333926205324,2064.50509401793,351.807672304104,384.441700560618,1803.46318973636,2010.82216657975,420.681647367609,490.741506059487,4077.75743959597,1677.19879845302,427.880288864238,1632.3032924849,661.404396927575,324.25089743861,655.220407789603,303.75630116109,652.819584905266,335.259976063133,319.851855378449,323.640427943625,2103.85641452105,1564.18571118327,376.387455853498,767.385657978421,1564.37393577018,880.322716951403,2106.04793791986,1341.86937741852,3240.81614143406,3173.52133976137,1134.96211546732,2681.18666376155,2984.7023413152,3111.28786356036,3091.10963555273
"LaHave",4670.373391471,4452.48490355767,4453.33716905572,4315.42903673784,4304.86089388394,4306.70022627086,4214.94571696008,4216.65084120726,4015.81840958009,4037.6666154951,4049.58332046122,4048.92566668457,3922.40080452937,3928.64786866366,2847.13304954911,2841.2209881626,2846.25879445403,2841.86924023356,2782.39000127548,2738.10333191708,2738.12242627606,2696.11331230065,2686.14171245827,2692.56094138959,3155.24955218505,2577.85409813315,2495.77650417319,2496.51793873208,2393.30372006099,2280.04170729613,2277.14842888253,2091.6880170788,2185.23280255191,2191.58832107311,2030.904225322,1984.41128820471,1989.95405379897,2043.41481244632,2039.72951576621,2061.27425738782,2016.56906680679,1995.58028198328,2114.10720200748,2166.94530222543,1999.99492312981,2032.34538436197,2030.18026379958,2048.59361680092,2030.29978883825,2016.02412118448,1984.45498562791,1816.23882891401,1620.92598156677,1586.74876657943,1561.03692945691,1559.2117707248,1558.80307196876,1650.22615762544,1497.2815973375,1481.78698469899,1460.90033065358,1396.6137014264,1390.50275628428,1381.12164899413,1359.22044086794,1347.21594454403,1334.88855631009,1322.32101319525,1767.65937163625,1294.30371405842,1332.22581155466,1310.42872094447,943.702070213161,865.74086152396,864.204329089908,870.427020895614,870.584173817549,834.905286550403,1448.89136846481,658.379032649182,691.013060905697,1187.84946418324,1395.20844102663,727.253007712687,258.02966093024,3462.14371404285,1061.5850728999,734.451649209316,1016.68956693179,44.8660459220937,673.314181182786,38.6820567841218,652.819584905266,36.2812338997848,684.323259807309,668.915139122625,672.703711687801,1488.24268896793,948.571985630153,725.450739597674,151.7719324253,948.760210217059,264.708991398281,1490.43421236674,726.255651865399,2625.20241588095,2557.90761420825,519.348389914203,2065.57293820843,2369.08861576208,2495.67413800724,2475.49590999961
"Maccan-Hebert-LaPlanche",4395.30570602796,4177.41721811464,4178.26948361269,4040.3613512948,4029.7932084409,4031.63254082783,3939.87803151704,3941.58315576423,3740.75072413705,3762.59893005206,3774.51563501819,3773.85798124154,3647.33311908634,3653.58018322063,2572.06536410607,2566.15330271956,2571.19110901099,2566.80155479053,2507.32231583244,2463.03564647405,2463.05474083303,2421.04562685761,2411.07402701523,2417.49325594655,2880.18186674201,2302.78641269012,2220.70881873015,2221.45025328904,2118.23603461796,2004.97402185309,2002.08074343949,1816.62033163576,1910.16511710887,1916.52063563007,1755.83653987897,1709.34360276168,1714.88636835593,1768.34712700328,1764.66183032317,1786.20657194478,1741.50138136375,1720.51259654024,1839.03951656445,1891.8776167824,1724.92723768677,1757.27769891894,1755.11257835655,1773.52593135788,1755.23210339521,1740.95643574145,1709.38730018488,1541.17114347097,1345.85829612373,1311.68108113639,1285.96924401388,1284.14408528176,1283.73538652572,1375.15847218241,1222.21391189447,1206.71929925595,1185.83264521054,1121.54601598336,1115.43507084124,1106.0539635511,1084.15275542491,1072.14825910099,1059.82087086706,1047.25332775222,2414.77677209141,1019.23602861539,1057.15812611163,1035.36103550144,668.634384770125,590.673176080924,589.136643646872,595.359335452578,595.516488374513,559.837601107367,2096.00876891997,383.311347206147,415.945375462661,1834.9668646384,2042.32584148179,452.185322269652,522.24518096153,4109.26111449802,1708.70247335506,459.383963766281,1663.80696738695,692.908071829618,355.754572340653,686.724082691646,335.259976063133,684.323259807309,366.763650965176,351.355530280492,355.144102845668,2135.36008942309,1595.68938608532,407.891130755541,798.889332880464,1595.87761067222,911.826391853446,2137.5516128219,1373.37305232056,3272.31981633611,3205.02501466342,1166.46579036937,2712.69033866359,3016.20601621724,3142.7915384624,3122.61331045478
"Avon",4379.89758534328,4162.00909742995,4162.861362928,4024.95323061012,4014.38508775622,4016.22442014315,3924.46991083235,3926.17503507954,3725.34260345237,3747.19080936738,3759.10751433351,3758.44986055685,3631.92499840165,3638.17206253594,2556.65724342139,2550.74518203488,2555.78298832631,2551.39343410584,2491.91419514776,2447.62752578936,2447.64662014834,2405.63750617293,2395.66590633055,2402.08513526187,2864.77374605733,2287.37829200543,2205.30069804547,2206.04213260436,2102.82791393327,1989.56590116841,1986.67262275481,1801.21221095108,1894.75699642419,1901.11251494539,1740.42841919428,1693.93548207699,1699.47824767125,1752.9390063186,1749.25370963849,1770.7984512601,1726.09326067907,1705.10447585556,1823.63139587977,1876.46949609771,1709.51911700209,1741.86957823425,1739.70445767186,1758.1178106732,1739.82398271053,1725.54831505676,1693.97917950019,1525.76302278629,1330.45017543905,1296.27296045171,1270.56112332919,1268.73596459708,1268.32726584104,1359.75035149772,1206.80579120978,1191.31117857127,1170.42452452586,1106.13789529868,1100.02695015656,1090.64584286641,1068.74463474022,1056.74013841631,1044.41275018237,1031.84520706753,2399.36865140673,1003.82790793071,1041.75000542694,1019.95291481675,653.226264085441,575.26505539624,573.728522962188,579.951214767894,580.108367689829,544.429480422683,2080.60064823529,367.903226521462,400.537254777977,1819.55874395372,2026.91772079711,436.777201584968,506.837060276846,4093.85299381333,1693.29435267038,443.975843081597,1648.39884670226,677.499951144934,340.346451655969,671.315962006962,319.851855378449,668.915139122625,351.355530280492,335.947409595808,339.735982160984,2119.95196873841,1580.28126540063,392.483010070857,783.48121219578,1580.46948998754,896.418271168762,2122.14349213722,1357.96493163588,3256.91169565142,3189.61689397873,1151.05766968468,2697.28221797891,3000.79789553256,3127.38341777772,3107.20518977009
"Kennetcook",4383.68615790845,4165.79766999513,4166.64993549318,4028.74180317529,4018.1736603214,4020.01299270832,3928.25848339753,3929.96360764472,3729.13117601755,3750.97938193256,3762.89608689868,3762.23843312203,3635.71357096683,3641.96063510112,2560.44581598657,2554.53375460006,2559.57156089148,2555.18200667102,2495.70276771294,2451.41609835454,2451.43519271352,2409.4260787381,2399.45447889572,2405.87370782704,2868.5623186225,2291.16686457061,2209.08927061065,2209.83070516954,2106.61648649845,1993.35447373358,1990.46119531999,1805.00078351626,1898.54556898937,1904.90108751056,1744.21699175946,1697.72405464217,1703.26682023643,1756.72757888377,1753.04228220366,1774.58702382528,1729.88183324425,1708.89304842073,1827.41996844494,1880.25806866289,1713.30768956727,1745.65815079943,1743.49303023704,1761.90638323838,1743.6125552757,1729.33688762194,1697.76775206537,1529.55159535146,1334.23874800423,1300.06153301688,1274.34969589437,1272.52453716225,1272.11583840621,1363.5389240629,1210.59436377496,1195.09975113644,1174.21309709104,1109.92646786386,1103.81552272174,1094.43441543159,1072.5332073054,1060.52871098148,1048.20132274755,1035.63377963271,2403.15722397191,1007.61648049588,1045.53857799212,1023.74148738193,657.014836650617,579.053627961416,577.517095527364,583.73978733307,583.896940255005,548.218052987859,2084.38922080046,371.691799086639,404.325827343153,1823.3473165189,2030.70629336229,440.565774150144,510.625632842022,4097.64156637851,1697.08292523555,447.764415646773,1652.18741926744,681.28852371011,344.135024221145,675.104534572138,323.640427943625,672.703711687801,355.144102845668,339.735982160984,343.52455472616,2123.74054130358,1584.06983796581,396.271582636033,787.269784760956,1584.25806255271,900.206843733938,2125.93206470239,1361.75350420105,3260.7002682166,3193.40546654391,1154.84624224986,2701.07079054408,3004.58646809773,3131.17199034289,3110.99376233527
"Romaine",6121.41022108679,5903.52173317346,5904.37399867151,5766.46586635363,5755.89772349973,5757.73705588666,5665.98254657587,5667.68767082306,5466.85523919588,5488.70344511089,5500.62015007702,5499.96249630037,5373.43763414517,5379.68469827946,4298.16987916489,4292.25781777838,4297.29562406981,4292.90606984935,4233.42683089126,4189.14016153286,4189.15925589185,4147.15014191643,4137.17854207405,4143.59777100537,4606.28638180084,4028.89092774894,3946.81333378897,3947.55476834786,3844.34054967677,3731.07853691191,3728.18525849831,3542.72484669458,3636.26963216769,3642.62515068889,3481.94105493778,3435.4481178205,3440.99088341475,3494.4516420621,3490.76634538199,3512.3110870036,3467.60589642257,3446.61711159906,3565.14403162327,3617.98213184121,3451.03175274559,3483.38221397776,3481.21709341537,3499.6304464167,3481.33661845403,3467.06095080026,3435.49181524369,3267.27565852979,3071.96281118255,3037.78559619521,3012.07375907269,3010.24860034058,3009.83990158454,3101.26298724123,2948.31842695329,2932.82381431477,2911.93716026936,2847.65053104218,2841.53958590006,2832.15847860991,2810.25727048373,2798.25277415981,2785.92538592588,2773.35784281104,989.446186172337,2745.34054367421,2783.26264117045,2761.46555056026,2394.73889982894,2316.77769113974,2315.24115870569,2321.4638505114,2321.62100343333,2285.94211616619,670.678183000893,2109.41586226497,2142.04989052148,681.963568675212,616.995255562717,2178.28983732847,1709.06649054603,2180.80716541434,682.84828686961,2185.4884788251,673.383859258222,1496.82750099024,2124.35101079857,1490.64351185227,2103.85641452105,1488.24268896793,2135.36008942309,2119.95196873841,2123.74054130358,165.903003236395,955.918754679873,2176.48756921346,1363.37197580525,956.106979266779,1250.24541538988,168.094526635204,804.16155817286,1343.86586725243,1276.57106557974,1044.84408493502,784.236389579914,1087.75206713356,1214.33758937872,1194.1593613711
"Philip",5581.739517749,5363.85102983568,5364.70329533373,5226.79516301584,5216.22702016195,5218.06635254887,5126.31184323808,5128.01696748527,4927.1845358581,4949.03274177311,4960.94944673923,4960.29179296258,4833.76693080738,4840.01399494167,3758.49917582712,3752.58711444061,3757.62492073203,3753.23536651157,3693.75612755349,3649.46945819509,3649.48855255407,3607.47943857865,3597.50783873627,3603.92706766759,4066.61567846305,3489.22022441116,3407.1426304512,3407.88406501008,3304.669846339,3191.40783357413,3188.51455516054,3003.0541433568,3096.59892882992,3102.95444735111,2942.27035160001,2895.77741448272,2901.32018007697,2954.78093872432,2951.09564204421,2972.64038366582,2927.93519308479,2906.94640826128,3025.47332828549,3078.31142850344,2911.36104940781,2943.71151063998,2941.54639007759,2959.95974307893,2941.66591511625,2927.39024746249,2895.82111190592,2727.60495519201,2532.29210784477,2498.11489285743,2472.40305573492,2470.5778970028,2470.16919824676,2561.59228390345,2408.64772361551,2393.15311097699,2372.26645693159,2307.97982770441,2301.86888256229,2292.48777527214,2270.58656714595,2258.58207082203,2246.2546825881,2233.68713947326,1235.33543734819,2205.66984033643,2243.59193783267,2221.79484722248,1855.06819649117,1777.10698780197,1775.57045536791,1781.79314717362,1781.95030009556,1746.27141282841,916.567434176748,1569.74515892719,1602.3791871837,648.464259236205,862.884506738573,1638.61913399069,1169.39578720825,2929.8197797548,516.900375926349,1645.81777548732,471.929090525023,957.156797652462,1584.68030746079,950.97280851449,1564.18571118327,948.571985630153,1595.68938608532,1580.28126540063,1584.06983796581,955.918754679873,62.4835419659992,1636.81686587568,823.701272467471,62.671766552905,710.574712052101,958.110278078682,250.268377825107,2092.87848159289,2025.5836799202,505.173381597246,1533.24900392038,1836.76468147402,1963.35020371918,1943.17197571156
"Shubenacadie",4436.43318581833,4218.544697905,4219.39696340305,4081.48883108516,4070.92068823127,4072.76002061819,3981.0055113074,3982.71063555459,3781.87820392742,3803.72640984243,3815.64311480855,3814.9854610319,3688.4605988767,3694.70766301099,2613.19284389644,2607.28078250993,2612.31858880135,2607.92903458089,2548.44979562281,2504.16312626441,2504.18222062339,2462.17310664798,2452.2015068056,2458.62073573692,2921.30934653238,2343.91389248048,2261.83629852052,2262.57773307941,2159.36351440832,2046.10150164346,2043.20822322986,1857.74781142613,1951.29259689924,1957.64811542044,1796.96401966933,1750.47108255204,1756.0138481463,1809.47460679365,1805.78931011354,1827.33405173515,1782.62886115412,1761.64007633061,1880.16699635481,1933.00509657276,1766.05471747714,1798.4051787093,1796.24005814691,1814.65341114825,1796.35958318558,1782.08391553181,1750.51477997524,1582.29862326134,1386.9857759141,1352.80856092676,1327.09672380424,1325.27156507213,1324.86286631609,1416.28595197277,1263.34139168483,1247.84677904632,1226.96012500091,1162.67349577373,1156.56255063161,1147.18144334146,1125.28023521527,1113.27573889136,1100.94835065742,1088.38080754258,2455.90425188178,1060.36350840575,1098.28560590199,1076.4885152918,709.76186456049,631.800655871289,630.264123437237,636.486815242943,636.643968164878,600.965080897732,2137.13624871033,424.438826996512,457.072855253026,1876.09434442877,2083.45332127216,493.312802060017,563.372660751895,4150.38859428838,1749.82995314542,500.511443556646,1704.93444717731,734.035551619983,396.882052131018,727.851562482011,376.387455853498,725.450739597674,407.891130755541,392.483010070857,396.271582636033,2176.48756921346,1636.81686587568,449.018610545906,840.016812670829,1637.00509046259,952.953871643811,2178.67909261227,1414.50053211093,3313.44729612647,3246.15249445378,1207.59327015973,2753.81781845396,3057.33349600761,3183.91901825277,3163.74079024514
"Musquodoboit",4784.93946454415,4567.05097663082,4567.90324212888,4429.99510981099,4419.4269669571,4421.26629934402,4329.51179003323,4331.21691428042,4130.38448265325,4152.23268856826,4164.14939353438,4163.49173975773,4036.96687760253,4043.21394173682,2961.69912262227,2955.78706123576,2960.82486752718,2956.43531330672,2896.95607434864,2852.66940499024,2852.68849934922,2810.6793853738,2800.70778553142,2807.12701446274,3269.8156252582,2692.42017120631,2610.34257724635,2611.08401180524,2507.86979313415,2394.60778036928,2391.71450195569,2206.25409015195,2299.79887562507,2306.15439414626,2145.47029839516,2098.97736127787,2104.52012687212,2157.98088551947,2154.29558883936,2175.84033046097,2131.13513987994,2110.14635505643,2228.67327508064,2281.51137529859,2114.56099620296,2146.91145743513,2144.74633687274,2163.15968987408,2144.8658619114,2130.59019425764,2099.02105870107,1930.80490198716,1735.49205463992,1701.31483965258,1675.60300253007,1673.77784379795,1673.36914504191,1764.7922306986,1611.84767041066,1596.35305777214,1575.46640372674,1511.17977449955,1505.06882935744,1495.68772206729,1473.7865139411,1461.78201761718,1449.45462938325,1436.88708626841,1642.78865847357,1408.86978713158,1446.79188462782,1424.99479401763,1058.26814328632,980.306934597115,978.770402163063,984.993093968769,985.150246890704,949.471359623558,1324.02065530213,772.945105722337,805.579133978852,1062.97875102056,1270.33772786395,841.819080785842,372.595734003395,3337.27300088017,936.714359737215,849.017722282471,891.818853769105,160.356744447609,787.880254255941,154.172755309637,767.385657978421,151.7719324253,798.889332880464,783.48121219578,787.269784760956,1363.37197580525,823.701272467471,840.016812670829,13.4932296018399,823.889497054377,139.838278235601,1365.56349920406,601.384938702717,2500.33170271826,2433.03690104557,394.477676751522,1940.70222504575,2244.2179025994,2370.80342484456,2350.62519683693
"John",5581.92774233591,5364.03925442258,5364.89151992063,5226.98338760275,5216.41524474885,5218.25457713578,5126.50006782499,5128.20519207218,4927.372760445,4949.22096636001,4961.13767132614,4960.48001754949,4833.95515539428,4840.20221952858,3758.68740041402,3752.77533902751,3757.81314531894,3753.42359109848,3693.94435214039,3649.65768278199,3649.67677714098,3607.66766316556,3597.69606332318,3604.1152922545,4066.80390304996,3489.40844899806,3407.3308550381,3408.07228959699,3304.8580709259,3191.59605816104,3188.70277974744,3003.24236794371,3096.78715341682,3103.14267193802,2942.45857618691,2895.96563906962,2901.50840466388,2954.96916331123,2951.28386663112,2972.82860825273,2928.1234176717,2907.13463284819,3025.66155287239,3078.49965309034,2911.54927399472,2943.89973522688,2941.73461466449,2960.14796766583,2941.85413970316,2927.57847204939,2896.00933649282,2727.79317977892,2532.48033243168,2498.30311744434,2472.59128032182,2470.76612158971,2470.35742283367,2561.78050849035,2408.83594820242,2393.3413355639,2372.45468151849,2308.16805229131,2302.05710714919,2292.67599985904,2270.77479173286,2258.77029540894,2246.442907175,2233.87536406017,1235.5236619351,2205.85806492334,2243.78016241957,2221.98307180939,1855.25642107807,1777.29521238887,1775.75867995482,1781.98137176053,1782.13852468246,1746.45963741532,916.755658763654,1569.93338351409,1602.56741177061,648.652483823111,863.072731325478,1638.8073585776,1169.58401179515,2930.0080043417,517.088600513255,1646.00600007423,472.117315111929,957.345022239368,1584.8685320477,951.161033101396,1564.37393577018,948.760210217059,1595.87761067222,1580.46948998754,1584.25806255271,956.106979266779,62.671766552905,1637.00509046259,823.889497054377,62.8599911398108,710.762936639007,958.298502665588,250.456602412013,2093.06670617979,2025.7719045071,505.361606184152,1533.43722850728,1836.95290606093,1963.53842830609,1943.36020029846
"St Mary's",4897.87652351713,4679.98803560381,4680.84030110186,4542.93216878397,4532.36402593008,4534.203358317,4442.44884900621,4444.1539732534,4243.32154162623,4265.16974754124,4277.08645250736,4276.42879873071,4149.90393657551,4156.1510007098,3074.63618159525,3068.72412020874,3073.76192650016,3069.3723722797,3009.89313332162,2965.60646396322,2965.6255583222,2923.61644434679,2913.6448445044,2920.06407343573,3382.75268423118,2805.35723017929,2723.27963621933,2724.02107077822,2620.80685210713,2507.54483934227,2504.65156092867,2319.19114912494,2412.73593459805,2419.09145311924,2258.40735736814,2211.91442025085,2217.45718584511,2270.91794449245,2267.23264781235,2288.77738943395,2244.07219885293,2223.08341402941,2341.61033405362,2394.44843427157,2227.49805517595,2259.84851640811,2257.68339584572,2276.09674884706,2257.80292088438,2243.52725323062,2211.95811767405,2043.74196096014,1848.4291136129,1814.25189862556,1788.54006150305,1786.71490277093,1786.30620401489,1877.72928967158,1724.78472938364,1709.29011674512,1688.40346269972,1624.11683347254,1618.00588833042,1608.62478104027,1586.72357291408,1574.71907659016,1562.39168835623,1549.82414524139,1529.6620980582,1521.80684610456,1559.7289436008,1537.93185299061,1171.2052022593,1093.2439935701,1091.70746113604,1097.93015294175,1098.08730586369,1062.40841859654,1210.89409488675,885.882164695318,918.516192951833,949.85219060519,1157.21116744858,954.756139758823,485.532792976377,3224.1464404648,823.587799321845,961.954781255452,778.692293353735,273.29380342059,900.817313228923,267.109814282618,880.322716951403,264.708991398281,911.826391853446,896.418271168762,900.206843733938,1250.24541538988,710.574712052101,952.953871643811,139.838278235601,710.762936639007,24.297533049533,1252.43693878869,488.258378287347,2387.2051423029,2319.9103406302,281.351116336152,1827.57566463038,2131.09134218403,2257.67686442919,2237.49863642156
